"123","Lesquelles de ces personnalités du monde scientifique ou technologique ont-elles mis en garde contre les dangers potentiels de l'IA?","2","2"
"124","Quelle marque, fondée par Elon Musk, fabrique des voitures utilisant l'IA?","2","1"
"125","Quelle bibliothèque python, développée par Facebook, est utilisée en Deep Learning?","2","3"
"126","Quel est le nom de la série se déroulant dans un parc d'attractions futuriste avec des androïde intelligents?","2","3"
"201","Quelle ONG, créée en 2012, mène des actions visant à faire interdire le développement, la production et l’utilisation de l’armement entièrement autonome","3","3"
"202","Comment appelle-t-on le fait que le résultat d'un algorithme d'apprentissage automatique ne soit pas neutre, et qu'il reflète les valeurs implicites des humains impliqués dans la sélection des données d'apprentissage","3","1"
"203","Quel était le nom de l'agent conversationnel développé par Microsoft et déployé sur Twitter en 2016, qui a du être retiré après 24 heures suite à la tenue de propos à caractère racistes","3","2"
"204","Comment appelle-t-on les vidéos truquées très réalistes qui emploient des algorithmes d'IA et sont souvent employées pour changer un visage ou faire prononcer un faux discours par une personnalité","3","2"
"205","Dans quel film le supercalculateur militaire WOPR engage par erreur une ""guerre thermonucléaire globale"" ","3","2"
"206","le département R&D de Google s'est engagé à ne jamais participer au développement ou à la fabrication d'armes létales autonomes ","3","1"
"207","La consommation énergétique de l'IA Deepmind pour jouer au go est de l'ordre de","3","2"
"208","Quel organisme français a été chargé par le gouvernement, en 2016  de mener une réflexion sur les problèmes de société soulevés par les technologies numériques","3","1"
"209","Quels sont les deux principes fondateurs pour une intelligence artificielle au service de l’homme d’après la CNIL","3","1"
"210","Dans quel but le gouvernement souhaiterait-il retravailler le design des systèmes algorithmiques  au service de la liberté humaine","3","1"
"211","Les algorithmes permettent une délégation croissante des tâches, de raisonnements, ou de décisions à des machines. Comment ces machines sont-elles jugées par la plupart des gens","3","1"
"212","Quel est l’organisme qui participe au dialogue mondial de l’éthique numérique","3","1"
"213","En quelle année a été établie la déclaration universelle sur la Bioéthique","3","2"
"214","Où s'est situé le premier débat sur l’éthique de l’IA le 12 décembre 2018","3","3"
"215","De quoi se préoccupe l'éthique humaine pour guider la conception des êtres artificiellement intelligents","3","2"
"216","L'éthique générale et éthique de l’IA sont liées","3","1"
"301","En quelle année a été concue la 1ere version de python ?","4","2"
"302","Qui est le fondateur de python ?","4","1"
"303","Le typage dans python n'est pas vérifié a la compilation, ceci s'appelle :","4","3"
"304","A quoi sert le ramasse-miette Python (“garbage collector”) ?","4","2"
"305","A quoi sert TensorFlow?","4","1"
"306","L’interpréteur python a nécessairement besoin de quatre espaces (tabulation) pour comprendre qu’il a affaire à une indentation.","4","2"
"307","Comment s’appelle une fonction anonyme dans python ?","4","1"
"308","Trouvez l’intrus :","4","2"
"309","Trouvez l’intrus :","4","2"
"310","Quelle ligne de code renverra une erreur ?","4","3"
"311","Quel nom donne-t-on à un objet créé par une classe ?","4","1"
"312","Les opérateurs “==” et “is” ont la même signification en Python ","4","1"
"313","Quelle feature existe déjà sur Python 3.8 :","4","2"
"314","En python 3, que fait l’opérateur // ?","4","1"
"315","Que mettons-nous dans une fonction entre parenthèses?","4","1"
"316","Quelle fonction est utilisée pour ouvrir le fichier en lecture en Python ?","4","1"
"317","Trouvez l’intrus quant à *args et **kwargs","3","2"
"318","Lequel des opérateurs suivants en python est évalué à « True » s’il ne trouve pas de variable dans la séquence spécifiée sinon « False »?","4","1"
"319","Que signifie “Nested”pour une liste ? ","4","3"
"320","Quel est le titre de De Guido Van Rossum au sein de la communauté Python ?","4","2"
"321","Lequel de ces logiciels n’est pas codé en Python ?","4","1"
"401","Quelle est la forme d'une fonction affine","5","1"
"402","La courbe en cloche est une caractéristique de la loi","5","2"
"403","Qui est le créateur de l'algorithme du 'Shortest path' en 1959","5","3"
"404","Quelle est la médiane de cette liste [1, 1, 3, 4, 7, 9, 12, 12, 15]","5","1"
"405","Quel est le moyenne de cette liste [13, 5, 7, 0, 25]","5","1"
"406","La variance peut être négative","5","1"
"407","Quel concept appartient à l'algèbre de Boole","5","2"
"408","Quel est le rapport de l'écart-type à la variance","5","2"
"409","Parmi ces choix, lequel est un vecteur","5","1"
"410","Qu'est-ce qu'une matrice","5","1"
"411","Le Coefficient de détermination est le carré du coefficient de","5","2"
"412","Avec combien de matrice(s) peut-on représenter une image RGB","5","1"
"413","A quoi correspond le 3ème quantile","5","1"
"414","Combien de colonne comportera une matrice comportant 10 variables","5","1"
"415","Le nombre de colonnes de la 1ère matrice doit-il correspondre au nombre de lignes de la 2ème matrice ?","5","2"
"416","Le calcul matriciel de structure (2,3)*(2,3) est-il Paul-ssible","5","2"
"417","En tirant une carte au hasard dans un jeu de 32 cartes, la probabilité d'obtenir une Reine rouge est","5","1"
"418","Quel test de corrélation doit-on utiliser quand nos variables suivent une loi normale","5","2"
"419","Il n'y a aucune corrélation entre 2 variables lorsque le rapport est de -1","5","2"
"420","Quelle est la célèbre épreuve utiliser dans la loi binomiale de notation n","5","3"
"421","Une courbe polynomiale indique que plusieurs variables existent dans notre dataset","5","2"
"422","Pour f(x) = 2x² + 4x + 5, la courbe passerait l'origine à quelle ordonée ?","5","2"
"423","Le coefficient directeur peut-il indiquer l'évolution d'une droite ","5","1"
"424","En statistique, un outlier est une valeur ","5","1"
"425","La valeur sigma d'une Loi Normale correspond à ","5","1"
"426","Laquelle de ces propositions présente une forte relation entre x et y ","5","3"
"427","L'erreur quadratique moyenne est la racine de ","5","3"
"428","La somme des carrés des résidus n'est pas un indicateur de comparaison de 2 séries de valeurs","5","3"
"429","La variance est une mesure du degré de dispersion d'un ensemble de données","5","2"
"430","L'équation (ih/2 π) d l Ψ>/dt = Hl Ψ> peut-elle être résolue par Paul ?","5","1"
